barbarian_0_x, barbarian_0_y, barbarian_1_x, barbarian_1_y, barbarian_2_x, barbarian_2_y, barbarian_3_x, barbarian_3_y, barbarian_4_x, barbarian_4_y, barbarian_5_x, barbarian_5_y, barbarian_6_x, barbarian_6_y, barbarian_7_x, barbarian_7_y, barbarian_8_x, barbarian_8_y, barbarian_9_x, barbarian_9_y, barbarian_10_x, barbarian_10_y, barbarian_11_x, barbarian_11_y, barbarian_12_x, barbarian_12_y, archer_0_x, archer_0_y, archer_1_x, archer_1_y, archer_2_x, archer_2_y, archer_3_x, archer_3_y, archer_4_x, archer_4_y, archer_5_x, archer_5_y, archer_6_x, archer_6_y, archer_7_x, archer_7_y, archer_8_x, archer_8_y, archer_9_x, archer_9_y, archer_10_x, archer_10_y, archer_11_x, archer_11_y, archer_12_x, archer_12_y, giant_0_x, giant_0_y, giant_1_x, giant_1_y, giant_2_x, giant_2_y, giant_3_x, giant_3_y, giant_4_x, giant_4_y, giant_5_x, giant_5_y, giant_6_x, giant_6_y, giant_7_x, giant_7_y, giant_8_x, giant_8_y, giant_9_x, giant_9_y
33, 31, -3, -12, 33, 25, -4, -19, 36, -15, 23, -12, -10, -14, -20, 34, -7, -15, -4, 41, 17, 42, -15, 29, 41, 25, 10, 47, -2, 30, 7, 34, 47, 37, 24, -16, 36, -16, 46, 3, -4, 38, 42, -14, -14, 10, 40, 21, -11, 43, -11, -9, 2, 35, -2, 20, -13, -8, 29, 40, 38, 47, -4, 40, -3, -7, -15, 32, 26, -14, 39, 27
11, -18, 26, -2, -20, 20, -3, 22, 33, 38, -9, 9, 37, 6, 5, 41, -3, -10, -6, 33, -15, 30, 6, -2, 28, -7, -15, 30, -15, -10, 5, 43, 29, -14, 32, 12, 16, -5, 47, 23, -16, -19, 31, 37, 44, 32, -18, 15, 32, 46, 31, 5, 29, -12, 37, 30, -17, 40, -3, -19, 34, 25, 46, 33, 32, 45, -20, -18, 47, -4, 35, 9
-14, -15, 17, 30, -2, -18, -5, -3, 11, -12, -10, 36, -19, 37, -15, -6, 42, 33, 30, -18, 41, 0, 4, -11, 34, 39, -7, 18, 27, -3, -17, -5, 32, 33, 26, -17, 38, -18, 1, 34, 26, 37, 5, 45, -1, 39, -17, 38, 34, -12, -9, 1, -9, -10, -2, -5, 13, 31, 44, -3, 43, 45, 46, 18, -8, 3, 31, 22, 35, 4, -8, 35
-7, 21, -20, 37, 40, -16, -18, 30, -7, 26, -15, 21, -12, 37, -15, -14, 42, -20, -10, 18, 35, -17, 19, -10, -17, -3, 40, 15, 39, 37, 41, 36, -11, -17, -17, 47, 28, -5, 18, -2, -18, 9, -10, 15, 28, 46, 41, 42, 19, -10, 37, 47, 16, 33, 42, -8, 39, -3, -15, -15, 9, 47, 5, 30, -6, -19, 46, -8, -17, 19, -9, -17
31, 4, 24, 41, 43, 6, -15, -15, 44, -10, -6, -4, 40, 35, 4, 47, -15, 14, -4, 6, -11, 34, -8, 40, -10, 41, -14, 39, 20, -4, 43, -10, 33, 37, 14, 36, 31, 23, 47, -1, 15, 46, 31, 30, 29, -2, 40, 45, 46, 28, 6, 31, 45, -16, 35, -2, 29, 44, 43, 34, 36, -20, 38, -11, -4, 24, -4, 25, -3, 43, 30, -16
43, -4, 33, 20, -10, 40, 23, -12, 12, -3, -4, 37, 22, -14, 31, 45, -2, 22, 31, 42, 27, 36, -20, -3, 34, 29, 11, -2, 36, -18, 34, 0, -13, 32, 19, 46, 29, 1, 11, 31, 34, -6, 35, 45, -16, -20, 32, 39, 22, 38, 45, -5, 47, 11, -19, -3, 42, -11, -5, -4, -3, -2, -19, 33, -11, 43, 29, -16, -14, 8, 41, -2
-16, 15, -11, -16, 45, 34, -15, 47, -17, 16, 8, -7, -20, 2, 25, -9, -6, 12, -7, -10, 35, 40, -4, 45, 29, -19, 22, -12, 17, 31, -20, 15, 28, -15, -18, -19, 39, -4, 46, 30, -3, 29, -4, -5, -9, 41, 30, -1, -8, 46, 23, -19, 47, -5, 38, 18, 25, -10, 13, 33, -13, 47, -9, -15, -8, 12, -1, -10, 29, -15, 22, -13
-9, -4, 4, 31, -8, -5, -16, -14, -20, 40, -6, 6, 44, 2, 29, -16, 46, -6, -2, -1, 21, 45, -3, -13, -8, -19, -4, 38, -19, 17, 4, 43, -7, -7, -9, 13, 6, -12, 36, 15, 9, -14, 31, 18, -11, 11, -3, 16, 44, 18, 41, -9, 43, -13, 11, -12, -17, 17, -2, 9, 25, 44, 2, 39, 31, -7, 33, -10, 30, 14, 46, 15
44, 7, 46, -11, -2, 29, -13, 1, 45, 44, 42, 43, -3, -5, 24, -7, -16, -8, 19, 47, -16, -14, -7, 47, 32, 46, -11, -1, 45, -13, 35, 47, 37, 21, 35, 44, 45, 25, 0, 42, -18, 3, -10, 21, -12, 22, -16, 39, 44, 37, 25, -15, 4, -13, 11, 32, 37, -10, -6, 6, 23, -6, -16, 36, -11, -15, -17, -9, -14, 40, 35, 46
-17, 40, 34, 30, -3, -7, -19, 10, 1, 47, -8, -6, 22, -14, 35, 22, 32, 17, 17, 32, -11, 32, -19, 22, 36, -13, 42, 42, 3, -14, 30, -20, 26, -9, -13, -8, -14, 24, -17, 4, -4, 37, -18, -15, 42, 33, 39, -16, 2, 31, 3, 37, 14, 37, 7, 44, 47, -9, -4, 36, -2, 39, 46, 19, 3, -4, 45, -1, -6, 2, 26, 33
-4, -4, 46, -18, 7, 41, 17, 33, -10, -9, -18, 20, 1, -20, -6, 23, 31, -1, 30, 42, -12, 43, 33, 41, -12, 40, 30, 4, 4, 38, -17, -20, -7, -7, 38, 25, -13, 19, 0, -9, -10, 2, 45, 41, -2, 41, -15, 13, -9, 26, 41, -7, -8, 27, -15, -16, 36, 30, 18, 39, 6, -12, 38, 16, 40, 29, -1, 39, -11, -2, 46, -14
0, 29, 8, 34, 21, -12, 16, -13, 5, -20, 34, 25, -17, 43, 35, -10, 46, -18, 18, -20, 43, 25, -10, -20, 40, 24, 23, -9, -19, 19, 15, 33, 44, -3, 13, 45, -3, 42, 31, 8, 36, 41, 21, 29, 22, -11, 28, -17, 14, -9, 35, 24, 32, -7, 25, 43, 5, 31, -4, -19, 40, 27, -6, 36, 43, -7, -17, 30, 0, 30, -17, -11
38, 2, -10, 27, 25, 39, 24, 29, 34, 17, -8, 47, 35, 26, 32, -5, -18, -16, 23, -10, -4, -19, 31, -14, 45, 13, -9, 46, -7, 27, 47, -19, 27, -6, 16, -20, 47, 37, 18, 32, 0, 38, 10, -14, 16, 38, 36, -10, 35, 8, 46, 18, 39, 47, 31, -10, 20, 39, 33, 45, 40, 33, 46, -2, -4, 32, -20, -6, -14, -8, 8, 39
5, -14, -13, 45, -14, 44, 4, 43, 14, -10, 30, -8, 42, 29, 40, -16, 25, -7, 38, 34, 35, 42, -11, -10, 36, 27, 21, -14, -3, -19, 6, 29, 17, -17, -9, 47, 38, 38, 39, 8, 14, 47, -18, 29, 37, 17, 16, -15, 20, 35, 36, 2, 46, 41, 2, 40, 35, 5, 39, -16, 29, 45, 46, -3, 35, 24, -17, 13, 31, -10, -6, -15
11, -20, 46, 23, 28, -13, 40, -9, 37, 27, 22, -13, -19, 37, -10, 43, -19, -10, 35, 32, -2, 1, 6, -6, -7, -20, -8, 12, -18, 42, 7, -12, -12, 42, 33, -2, 2, 34, 39, 1, 36, 43, 37, -20, -8, -18, -10, -10, -16, 13, -17, 23, 30, -10, -8, 42, 31, -16, 34, 40, 35, 47, 19, 47, -20, 12, 32, 32, 17, 34, 14, -7
23, -8, 45, -15, -7, 29, 20, 29, -20, 39, 22, -17, -18, 9, -19, 25, -6, -10, 11, -5, -9, -7, 39, -8, -7, -17, 7, 43, 32, 42, 7, -4, 45, -11, -14, 44, 46, 43, 38, 45, -17, -3, 27, -8, -4, 42, 27, 44, 41, -17, 34, -3, -8, 22, 42, 23, 12, -15, -11, 40, 11, -17, -19, -18, 11, -19, -8, 41, 15, 41, 40, 29
-11, -14, -19, -17, 33, -2, 47, -6, 37, 20, 4, -5, 34, 4, 42, 25, 47, 24, -10, 34, 31, -10, -16, -7, -7, 35, -10, -10, -11, -11, -14, 11, 47, -13, 34, -16, 47, 40, -4, 31, 38, 38, -8, 29, 38, 28, -13, -10, -2, 34, -9, -6, 28, -17, 34, 23, 12, 41, -17, -20, -19, 10, -13, 12, 34, -16, 42, 7, -4, 46, 42, -5
43, -10, 34, -2, -1, 43, -8, 47, 36, -19, -7, 18, -16, 32, 46, 8, -2, 45, 47, 15, 40, 35, -5, -3, 47, -6, 47, 43, 43, -17, -14, -6, 43, -18, 47, -5, -14, 31, 1, 41, 29, -17, 37, 18, 37, -3, -17, -15, -3, 11, -3, -10, -7, 33, 39, 44, -8, 34, -19, -20, -11, -12, 35, 29, -3, 18, 7, -8, -7, 21, 40, 30
37, 34, -11, -8, -9, 34, 40, 7, -12, -8, -9, -5, -20, -3, 34, -10, -6, 46, 40, 43, -4, 33, 42, 39, -10, 25, 34, -7, 14, -13, 35, 13, 40, -7, 31, 20, 14, -5, 45, -20, 39, 35, -15, 30, -7, -7, -3, -20, 41, -8, 4, 32, -9, 43, 12, -18, -5, 15, 6, -18, 8, -15, -10, 45, 35, 12, -9, 29, 46, 23, 20, 47
-13, 44, -10, 24, 39, 44, -2, 42, 37, 27, -3, -13, -8, 35, 1, -9, 47, 32, 0, -7, 34, 7, -5, -12, 40, -8, 33, 31, -14, 46, 30, -17, -20, 37, -3, 35, 44, 11, -5, 42, -2, -17, -16, 43, -11, 22, 35, -7, 38, 7, -6, -17, -1, -19, 31, 32, 35, -9, 30, -5, -2, -12, -9, -12, 47, 25, -9, 39, -11, 12, 31, -14
-10, 10, 47, 28, 28, 41, 38, 17, -17, 18, 39, 38, 11, 39, 36, -15, 0, 36, -12, 20, -3, -14, -13, 45, -15, 26, -19, 38, 47, -4, -8, 47, 47, 7, 33, 39, -11, -5, -11, 1, 41, 33, 29, -12, 26, -20, 30, -18, -15, 9, -2, 32, 40, -12, 18, 38, 37, -17, 24, 40, -10, 41, -13, 21, 32, 36, 17, -12, -16, 22, 39, 22
31, 37, 31, 42, 28, 45, -10, 33, 34, 46, -9, 25, -2, 12, -4, 8, 14, -15, -19, 43, 36, 3, -4, -8, 46, -8, -15, 37, -5, 4, 4, -16, -20, 4, 21, -4, 39, 4, -20, 25, -8, 23, 7, 47, -15, -20, 35, -12, 14, 42, 21, -16, 46, 40, -8, 33, 46, 44, -11, -12, 44, 0, -19, 46, -15, 8, 36, 17, -13, -7, -20, 4
29, 14, 46, 44, 39, -10, -12, 6, 6, 45, 30, -6, -20, 3, -6, 31, -17, 17, 41, 32, -18, -12, 32, -17, 8, 39, 17, 32, -18, 47, 36, 10, 27, 29, -3, 20, 32, -10, -16, 36, -13, 31, 2, 35, -18, 22, 16, -17, -5, -19, -12, -12, 39, 9, 19, 45, -5, 29, -19, -15, 17, -5, -2, 28, 47, 26, 46, -7, -10, 40, 39, -10
-11, -13, -17, -7, 27, 42, 42, -5, 13, 45, -8, -12, -1, 31, 35, 21, 14, -19, 6, 34, 41, -15, -8, 1, 45, -7, 45, 17, 34, -19, -12, 38, -6, 5, -3, 2, -13, 21, 43, 27, 30, -2, 45, 34, 22, -12, 7, 32, 33, 38, 31, -18, 47, 43, 31, -2, -13, 13, 43, 42, -3, 31, -11, 45, -14, 24, 17, -20, 9, 32, -13, -13
-1, -16, 0, 44, 42, 3, 23, 30, -4, 2, 47, 12, 9, -7, 36, 43, 40, -11, 27, -5, -17, 17, 24, 34, -17, 14, 15, -6, 42, -5, 47, 2, -7, 17, 35, -9, -12, -8, 35, 47, 34, -3, 40, -17, 29, -5, 12, -15, 29, 40, -8, 38, 4, 42, 15, -15, -20, -17, -9, -4, -7, -3, 29, 44, -18, 41, 35, -7, -11, 9, -11, 18
-11, -15, 35, -10, -19, 38, 38, 35, 44, 14, -9, 24, 41, 42, -10, -18, -20, 5, -8, 42, 37, -16, 18, -9, -17, 44, 35, -3, -13, 45, 45, -13, -3, -12, 31, 47, -14, 45, -6, 38, 34, 5, -11, 30, 32, 47, 44, 44, 46, -15, 43, 32, 27, 30, -5, 1, -5, 44, -13, -13, -15, -17, 46, -9, -18, -8, -4, -4, -11, 43, 33, 8
-12, -1, -8, 36, -10, -2, -11, 37, -14, 45, 0, 38, 27, -18, -16, -4, -20, -18, 40, 34, -12, 45, 38, 35, -14, 37, -6, -7, 31, 35, -10, -2, 31, 39, 18, 29, -20, -14, 3, -18, 12, 29, 27, 37, 47, -2, 37, -13, 9, -3, -19, -19, 23, -18, 24, -20, -7, 31, 36, 17, 44, -6, 7, 30, 47, 18, 40, -13, -6, 41, -18, 31
34, 8, 26, -17, -5, -8, 46, 4, 41, -10, 37, 27, 26, 34, 44, 45, 30, 28, 38, -2, -10, -16, 25, -10, -15, 41, -20, 2, 10, 38, 35, 2, -14, 6, 21, 46, -20, 32, 40, 33, 38, 19, -1, 43, -9, 23, -3, 36, 9, -13, -10, 8, 19, -6, 20, 34, -10, 23, -11, -14, -10, 24, 44, 9, 29, 39, 45, 32, -8, 24, 41, 11
5, -2, 38, 43, 4, 46, 30, 24, -18, 2, 43, -18, 45, -6, 41, 15, 37, -14, -12, -2, 33, 43, 41, 46, -5, -17, -14, -6, -15, 47, 30, -16, 34, 32, -12, -13, 44, -11, 44, -11, -13, 31, 39, -19, -15, -5, 42, -2, 22, -6, -16, -8, 38, 20, -16, 11, 30, 0, -15, -14, 42, 43, -5, -18, -17, 43, 35, 6, -2, 35, 36, 34
33, 45, -15, 26, 8, 35, 42, 13, 12, -18, 1, 41, 27, -7, 30, 37, 39, 38, 2, -3, 35, 9, 16, 35, 41, -3, 30, 37, 35, 42, -17, 28, 17, -6, 40, -6, 35, 29, -18, 37, 21, 30, 30, 14, 14, 29, 8, -14, 29, 9, 46, 38, -14, -10, -4, 44, 25, -8, -15, 29, 30, 45, 29, 0, 18, -7, 39, 13, 39, 41, 29, -13
-14, -20, -4, 45, -3, -18, -6, 35, 42, 45, 42, 18, -18, 38, 47, 26, 45, 18, -6, 47, 13, -9, 38, 34, 37, -10, 8, -4, 44, 16, -16, -4, -2, -7, -11, 41, 19, -8, -10, 37, 15, -4, -5, 45, 46, 41, 16, 32, 40, -4, -10, 10, 29, 35, 44, -14, 44, 34, -5, 46, 32, 34, 37, 36, 34, -5, -17, 11, -6, -10, 37, 30
24, 30, -6, 18, 41, 3, 38, -3, 36, 30, -11, -14, -18, 27, 45, 35, 30, 14, -12, -11, -5, -12, -18, 35, 45, -17, 4, 31, 30, 35, -9, 26, 29, 40, 37, -20, 40, -2, 39, 38, 43, -2, -14, -13, 37, 29, -5, -7, -10, 34, 41, -18, -7, 11, -6, 30, 19, -2, -10, -7, 40, 7, 6, -18, 33, 42, -12, -3, -11, -4, 33, 6
34, 41, 39, 47, -18, -2, -9, 21, -8, 45, -6, -17, 31, 47, 18, -7, 47, 9, 1, -3, 34, -7, 30, 45, -9, 39, -20, 0, 34, 1, -5, -20, -12, -4, 10, -2, 30, 22, 23, -7, 43, 43, -11, 9, 9, 37, -2, -15, 40, -7, -4, -3, 29, 28, 24, 38, -15, -16, 13, 39, 13, -4, -20, 1, -4, -20, -19, 5, -6, 41, -6, 37
15, 42, -17, 2, -17, 32, -19, 31, 30, 2, -6, 7, 33, -1, 40, -11, 41, -1, 29, 33, -16, -4, 30, 14, 38, 16, 8, 36, -3, -19, -20, -9, -11, -7, 30, 45, 42, -3, -14, -14, 15, -6, 32, 40, 35, -3, 31, -10, 15, -15, -2, 33, -10, 1, 40, 7, 36, -17, -4, -6, 23, 47, 33, 47, 39, 41, 32, -5, 36, 32, 39, 34
4, 44, 3, 30, -15, 33, -20, -11, -19, 30, -15, -8, -20, 33, 31, 43, -18, -7, 19, -14, -1, 42, -2, -5, -17, 10, -14, 8, 37, 44, 44, 1, 13, 47, 35, 24, 27, 40, 31, -20, -17, 6, 33, 30, -15, -11, -8, 22, -15, 44, 13, -15, 39, -10, 30, -8, 29, 12, 11, -5, -17, 27, 47, 5, -5, 36, 29, 8, -18, 3, 47, -18
9, 47, 39, -19, 29, 13, 43, 20, -4, -1, 26, -7, 47, -5, -18, 26, 24, -19, 22, 35, -17, 1, -13, -14, -17, 31, -8, -18, -8, -6, 39, 33, -5, 36, 31, -15, -17, -10, -10, -5, 17, -17, 33, -20, -20, 35, 31, -3, 36, -12, -17, 15, 2, 46, 3, 36, -13, 43, 43, -18, -14, 14, 22, -2, -19, -15, -20, -13, -13, 22, -10, -4
-16, 5, 35, 0, -16, -19, 38, -16, -17, 43, -3, 44, 33, 5, -12, 46, 21, 32, 36, -18, 35, 31, 27, -9, 43, -18, 45, -18, 29, 19, 41, 37, 43, 8, 41, -20, -2, 8, 4, 39, 46, -8, 39, 42, -20, 18, 8, -7, 24, 37, -13, -14, 31, 8, 44, 37, -6, -8, -15, -17, 10, -11, 29, -4, 38, -6, 37, -4, 41, 33, -2, 10
-11, 16, 37, 27, 38, 18, 21, -9, 43, 0, -12, -10, 38, -6, 3, 36, -5, 43, 38, -18, -1, 42, -15, 30, 44, 39, 37, -18, 31, 41, 37, 36, -6, -6, 0, -15, 19, -3, 29, 15, 27, -13, -14, -9, 41, -10, 33, 45, -2, 14, 12, -12, 11, 29, -19, 41, -16, 24, -11, -10, 31, -7, 36, -15, -15, -15, -16, 32, 45, -20, 20, 37
32, 6, 5, -14, -5, 31, 15, 42, 44, 41, 12, -11, 43, -10, -8, 30, 27, 32, 20, 40, 40, 42, 40, 17, -15, 12, 43, 37, 0, 41, -16, 15, 28, 38, -8, 8, 42, 14, 46, 23, -3, -3, -2, -12, 17, -13, -2, 41, 20, -6, -15, 34, 38, 18, 39, 24, 8, -16, 21, -17, 43, -20, -6, 39, -5, 35, 19, -17, -7, -18, 45, 43
33, -15, 38, -18, 10, 40, -17, -12, 11, -16, 39, 23, -11, 13, 8, 40, 23, -11, 45, -17, -9, 19, 33, 21, -19, -7, -2, -17, 34, 27, -3, 36, 32, -11, -3, 28, -7, -14, 45, 9, -8, 38, 43, 13, 19, -2, 46, 11, 43, 44, 0, -15, 31, 27, 5, -14, -9, -20, -7, 31, -7, -14, -16, 37, 40, 9, -7, -5, 39, 14, -2, 21
32, 31, 46, 28, -12, 40, -8, -13, 41, 37, -13, 12, 37, 28, -16, 26, -13, 18, 20, -10, -18, -17, 38, 0, -3, 30, -3, 42, 35, 33, 28, 29, 32, -7, -14, 8, -19, -5, -20, 34, 41, 43, -11, 17, -13, 29, -5, -15, 46, 6, 32, -11, 44, -5, -9, 42, -14, 26, 22, -6, -2, 30, -13, 32, -3, -18, 22, -3, -7, -18, -10, 2
-8, 37, 3, -20, 8, 32, 4, -4, 27, 37, 43, 29, 41, 4, 35, -16, 42, 40, 43, 47, 44, 18, -9, 30, 40, -17, 33, -1, 39, 28, 2, 40, -1, 41, -20, 38, 47, 38, -20, 37, 33, -5, 19, 41, -7, 10, -17, -12, -5, -12, 35, 2, -12, 39, 16, -13, -6, 46, -7, 9, -9, 29, 40, -13, -6, -6, -12, 5, 34, 16, 32, -11
-14, 42, 33, 42, 39, -5, -3, 11, 18, 38, 27, -3, 12, -8, -2, -16, 22, -4, -10, -14, 39, -8, 22, 45, -16, 20, -12, -14, -10, 29, 37, 8, -13, 40, 37, -8, -8, 14, -8, 3, 0, 47, -12, 30, -14, -5, 46, 39, -19, 20, 23, 37, 31, 45, 39, 29, -15, 36, -8, -12, 39, 31, 32, 42, -15, -11, -15, 0, -14, 35, 30, -4
-9, -7, -6, 31, -12, 8, 43, 43, 4, 32, -16, 42, 2, 47, 30, -17, -15, 10, -17, -17, 6, 46, 11, -5, 34, -14, 1, 34, 30, 9, 46, 12, 30, -13, 38, -11, 13, 33, 32, 31, 46, -18, -11, 46, -2, 31, 30, 19, -9, -4, 36, -12, 45, -17, -17, -2, 26, -19, 11, 46, -11, -9, -10, 38, 46, 16, 33, 3, 43, 37, 44, -7
34, 32, -7, 17, -7, 24, -3, 8, -18, 43, -15, 39, 29, 0, -8, 20, 25, 40, 7, -11, 5, 46, -13, -9, -4, 29, -17, -3, -3, 26, -11, -19, 40, -11, -16, 39, 4, -14, -13, -19, 3, 38, 41, 42, -5, 30, 21, 30, 2, -8, 39, 29, -17, -10, -8, -3, 31, 28, -3, 29, 34, -16, 5, 32, 39, 29, 30, -16, 16, 33, -11, -19
9, -9, 12, 42, -20, 38, 1, 43, 3, 46, 1, 39, 13, 47, -9, -2, -18, 32, -18, 44, -5, 25, 47, 36, 47, -3, -16, 0, 33, 27, -15, -15, 32, -12, -16, 0, 35, 39, 39, 21, 39, -20, 34, -20, -13, -3, 29, 25, 36, 9, 17, -7, 0, 40, 30, -18, 20, -11, 0, 32, 30, -8, 21, -16, 40, 4, -18, 8, 4, -13, -13, 39
-19, -6, 30, 20, -20, 4, 32, 31, 36, 40, -17, 20, -13, -5, 35, 47, 19, 37, 46, 3, 46, 26, -8, 41, 44, -4, -10, -13, 46, 30, 41, 7, 30, 31, 16, -20, -10, -9, 7, -7, 33, 40, -6, 5, 36, 41, 40, -9, 26, -5, 45, 31, 46, 30, -14, 1, 11, 42, 25, 35, -14, 20, 10, 41, -4, 20, 45, 29, 41, -20, -12, 43
10, -3, -18, -3, -8, 10, 30, 32, 14, -14, 32, 19, -17, -5, -15, -20, 45, 19, 39, 1, -8, -17, 34, -9, -11, 41, 24, 34, -6, 5, -14, 18, 33, 12, 37, -8, 21, 37, -11, 12, -19, -13, 32, -9, 23, -11, -8, 32, 15, -13, 39, -14, -2, -20, 47, 1, 22, 29, 33, -14, 13, -12, -16, -18, 35, 45, -9, -16, -18, 20, 34, 29
-20, 19, -6, -4, 42, -19, -10, 43, 18, 35, -11, -16, 39, 44, -13, 47, 38, 13, 34, 11, -5, 40, 43, -3, -2, -18, 39, 43, 7, -10, -16, 19, -16, -12, -9, -16, -2, 5, -20, -17, 9, 44, -9, -12, -18, 29, 43, 24, 29, 44, 36, -5, 33, 35, 43, 32, -18, -15, -14, -10, 34, 8, -12, 34, -3, 8, 31, -14, -17, -2, -6, 16
13, -14, 14, -13, -8, -11, 15, 41, 40, -20, 5, 43, 32, -12, 22, -10, 47, 9, -7, 37, 22, 34, -15, -14, 31, 10, -11, 10, -12, -5, 29, 36, 17, 35, 43, 37, -6, 39, -9, 7, 43, 37, -2, 41, -19, 44, 32, 37, -13, 37, 41, 46, 38, 36, 9, -8, 25, -16, -17, -3, 36, -18, -12, -5, 41, 22, 34, -6, 2, 33, 23, 33
30, 25, 8, 35, 41, 30, 24, 44, -17, -6, 43, 18, 29, 24, 46, -17, -9, 43, 38, 7, 19, -17, -19, 38, -4, 26, -19, 19, -11, -15, 29, -14, -11, -3, 43, 19, -1, -17, 45, 10, 16, -15, 31, 38, 7, -8, 42, 38, -12, 46, 20, 33, 46, 37, 28, -7, 39, -15, 29, 9, 33, 31, -15, 9, 46, -13, -11, -6, 14, -14, -12, 37
42, -10, 16, -5, -2, 17, 32, 47, 5, 29, 40, -7, 39, 17, 35, -13, -16, 42, 14, -11, -5, 45, 23, -6, -11, 47, 31, 44, 34, 39, 44, 26, -16, 36, 43, 31, 32, -15, 21, 46, 12, -7, -16, -19, 35, 29, 30, 3, -9, -6, -8, -9, -14, -9, 40, 20, 42, 17, -14, 31, 40, 9, 43, 30, -11, 4, 6, 30, 29, 32, 34, -8
34, 33, 47, -17, 43, 45, 37, 16, -16, -10, 17, 34, 31, 37, 0, -3, -11, 41, 43, -5, -16, 47, 30, 33, 10, 33, 42, 17, -1, 44, -14, 20, -18, -8, 46, 10, 21, 43, 30, 31, 29, 9, -12, 2, 10, -16, 32, 34, 41, -7, -1, -8, 47, -9, -15, 29, 43, 8, -17, 31, 33, 46, 44, 11, -14, -9, 8, -7, -12, -15, -13, -20
15, -16, 38, -1, 29, 5, 36, -12, 35, -15, 6, 47, -20, 35, 14, -4, 35, 37, 41, 44, -13, 22, 13, -2, 4, -16, -20, -18, -11, 41, 14, -4, -18, -17, 38, 5, -17, -11, -9, 41, 40, -8, -9, 36, -16, 11, -19, 26, -19, 45, 32, -17, 1, -15, 40, 39, 45, -18, 39, 5, -7, -18, -4, -20, -11, -7, 33, 41, -10, -3, 31, -10
-16, 45, -4, -9, -17, -20, 27, 47, -15, 36, 27, -17, 37, -8, 45, 32, 45, -2, -14, 4, -12, -4, 38, -8, -7, 12, -4, 42, 28, -9, 33, -6, -6, -2, -11, -18, -19, -3, -7, 39, 21, 33, 46, 18, -18, -15, 27, -15, -7, 13, 40, -10, 36, -13, 41, 6, -6, 38, 0, -13, -17, -7, 1, -19, -14, 23, 34, 30, 29, 36, 0, 31
29, 43, -17, -2, 17, 37, -19, 28, 35, -5, 36, 40, -3, -7, -10, -6, 41, 40, 47, -4, 45, -8, 43, 26, -3, -16, 37, 19, 30, 27, 5, 46, 33, 40, 32, 11, -15, 22, 47, 30, 47, 9, 14, -6, -9, 43, 20, -10, 40, 40, 30, -5, 11, 32, 43, -7, -3, 36, -14, -4, -8, 17, 34, -9, 45, 31, 32, 32, -7, 11, 15, -5
33, 23, 47, 13, -11, -13, -5, -15, 44, 29, -1, 39, 38, 30, 43, 31, -17, -11, 41, -12, 30, 23, 18, -4, -1, 32, -16, -8, -14, 20, 21, -15, 34, -14, 36, 29, 46, 2, 43, -2, -9, 33, -11, 30, 24, -16, 0, -12, -13, -5, -8, 21, 10, -16, 32, -1, -19, -14, 34, 35, 10, 30, -6, 28, 30, 37, 30, 1, 29, -8, 47, 32
0, -3, -12, -3, 37, -9, 33, 11, 40, 36, 47, 35, -9, 20, -6, -9, -6, 33, -10, -11, -3, -10, 5, 29, 22, -11, -2, -9, 33, -19, 33, 37, -20, -17, -5, 46, -7, 2, 30, 17, -2, -15, -8, -12, 37, -16, 36, 45, 35, 1, 16, 32, -9, 26, 1, -8, 41, 36, 28, 39, 46, -3, -15, 15, 17, -19, 11, -9, 29, 34, 34, -8
45, -15, -6, -16, 8, -7, 34, 47, 34, 21, 13, 41, 40, 26, -9, 35, 45, 11, 34, 30, 37, 35, -18, -10, 25, 30, -16, 39, 39, 12, 33, -4, -11, 46, 6, -13, 30, 12, -4, 41, 32, 45, 6, 44, 18, -6, 35, 29, 38, 40, -2, 41, 36, 19, -4, 27, 16, 34, 40, -5, 37, 32, 25, 36, -1, 41, 31, -11, -17, 6, 37, -18
-3, 5, -7, 9, 44, 37, -10, 40, 35, -7, 12, -6, 28, 38, -14, 16, 1, -7, 44, -1, -2, 17, 21, 43, -12, 38, -14, 32, -8, 4, 8, -14, 24, 40, -6, 12, 45, -17, 31, 46, 40, -19, 38, -1, -20, 31, 36, 41, -20, 4, 34, 0, -2, 7, 40, -11, 30, -8, -15, -12, 42, 18, -9, -20, 27, -12, 7, -10, -17, 0, 30, -12
32, 22, -5, 13, 24, -7, 1, 40, -7, 2, -18, 30, 38, 1, 44, 44, 3, 29, -20, -10, -7, 29, 46, 12, -2, 3, 11, 34, 35, -15, 40, 16, 36, 39, 43, 14, 32, -14, -17, 40, 41, -6, 44, 37, 25, -12, 9, 45, -14, -14, 0, -20, 20, 35, -15, 18, 37, 36, 28, -12, 18, -4, 10, -18, 31, 42, -5, -14, -2, -2, -14, -6
45, 29, 35, 24, -13, -16, -14, 8, -9, 46, 42, 46, 44, 14, -17, -19, 31, 6, 11, 32, 34, 39, 37, -17, 28, 40, 16, -7, 36, 29, -4, -10, -3, -14, 33, 11, 46, 39, 15, -12, -15, 6, -17, 36, -12, 6, -4, 47, 14, -15, -4, -18, -7, -18, -3, 9, -7, 22, 39, -5, 42, 41, -2, 20, 28, 47, -11, 18, 28, -19, -18, 44
