barbarian_0_x,barbarian_0_y,barbarian_1_x,barbarian_1_y,barbarian_2_x,barbarian_2_y,barbarian_3_x,barbarian_3_y,barbarian_4_x,barbarian_4_y,barbarian_5_x,barbarian_5_y,barbarian_6_x,barbarian_6_y,barbarian_7_x,barbarian_7_y,barbarian_8_x,barbarian_8_y,barbarian_9_x,barbarian_9_y,barbarian_10_x,barbarian_10_y,barbarian_11_x,barbarian_11_y,barbarian_12_x,barbarian_12_y,archer_0_x,archer_0_y,archer_1_x,archer_1_y,archer_2_x,archer_2_y,archer_3_x,archer_3_y,archer_4_x,archer_4_y,archer_5_x,archer_5_y,archer_6_x,archer_6_y,archer_7_x,archer_7_y,archer_8_x,archer_8_y,archer_9_x,archer_9_y,archer_10_x,archer_10_y,archer_11_x,archer_11_y,archer_12_x,archer_12_y,giant_0_x,giant_0_y,giant_1_x,giant_1_y,giant_2_x,giant_2_y,giant_3_x,giant_3_y,giant_4_x,giant_4_y
-5,-8,40,8,-16,0,2,42,6,-5,30,-13,12,-12,6,-2,-14,32,9,-17,-13,28,1,49,40,31,48,-3,42,33,47,33,31,-17,18,38,-4,16,-3,21,-3,1,24,33,49,-12,27,36,30,42,31,-1,12,-18,23,48,17,47,22,36,37,39
32,-18,-4,1,24,31,33,27,33,36,14,-11,-15,-10,37,46,38,-8,34,-13,-6,15,32,0,44,15,-2,22,46,30,2,-6,46,6,-9,18,-17,30,31,17,8,-4,36,-3,3,41,30,47,-14,-1,3,38,36,22,19,-7,42,48,-18,-8,-16,-13
4,44,30,-7,-18,-6,44,14,-13,28,-7,42,-9,44,13,34,44,-12,0,-2,17,35,-14,28,-11,16,35,43,-12,22,18,40,-10,13,44,11,-15,-11,-2,49,14,-8,7,-13,4,-15,30,-4,31,18,40,37,42,8,-7,-14,28,-5,-4,2,43,-15
19,44,-1,25,17,-16,41,1,44,23,46,40,-7,-10,36,-16,-6,28,-16,15,23,-3,18,-12,42,-14,41,9,-13,-5,-12,34,-10,31,16,-10,36,2,-15,-6,41,12,16,-3,20,-17,15,46,47,45,-3,39,34,12,15,-4,18,46,49,28,46,24
-5,14,-3,28,-4,38,14,-5,-8,-1,19,-11,-18,4,36,1,28,44,-16,-5,26,-14,24,-6,-14,-1,14,-8,28,-6,-18,27,10,48,-16,20,37,-15,36,34,44,20,-3,43,45,7,9,-15,-5,42,43,42,-15,0,-13,45,1,41,-11,16,17,-3
47,10,-3,20,-8,26,-6,-3,10,31,4,31,-11,13,28,-1,-18,8,36,48,-3,-4,-9,-8,46,15,48,26,-1,9,3,37,-3,39,40,-8,-2,47,-16,17,2,-9,2,35,45,13,-7,-14,-10,40,-12,13,-13,9,37,46,26,35,48,-16,-3,-14
-18,33,-10,6,40,0,4,-2,-13,18,32,19,-8,11,-18,-8,17,-1,32,19,-17,-2,-7,19,-3,47,17,47,36,45,14,41,-9,20,11,44,37,33,-8,7,37,37,-12,-17,-8,39,35,-10,27,34,-17,-5,39,3,-13,22,44,-12,-18,47,18,-2
-19,39,39,-1,38,25,44,19,-11,17,28,43,31,-17,9,-15,44,30,31,18,6,-7,30,33,32,29,26,-15,12,-13,11,34,26,-11,-15,29,30,39,26,-5,-5,33,24,44,13,47,5,-6,-19,29,42,-1,45,-3,21,47,10,49,-1,40,40,37
36,-18,42,-16,41,15,-5,23,-5,19,10,46,-19,0,-11,-9,26,49,41,34,32,10,25,-13,15,-17,21,-17,35,23,-2,27,-5,28,49,47,4,37,13,47,-16,29,28,43,-18,21,44,12,-15,10,41,31,10,-9,42,12,21,-4,43,10,-18,38
-9,10,-15,43,39,-16,37,5,-11,49,36,29,11,36,46,29,40,-13,46,8,23,-2,-9,-4,35,-15,49,-12,-16,48,6,36,2,-12,11,-16,39,-12,48,18,-12,11,36,31,5,32,30,42,43,39,8,-1,25,-2,-7,8,45,15,-7,24,27,-3
-5,9,-15,30,43,-6,-5,48,18,39,44,-19,-7,-9,49,7,4,-9,39,47,48,-18,-8,-4,-5,13,28,-15,49,37,-15,-6,10,-8,21,-7,12,44,37,33,-19,38,48,40,-2,-3,-2,27,27,45,21,-7,30,43,40,27,-17,-11,-3,36,26,45
24,44,44,-11,-15,42,-19,-17,22,-11,10,37,26,-9,-3,-17,38,4,-10,-17,-14,21,32,-1,8,44,16,32,19,-9,1,-3,-14,12,2,-19,-19,-12,-4,-9,37,19,15,-18,37,30,-13,29,42,10,38,3,-11,46,43,-9,15,34,-7,7,-8,36
19,40,37,-2,7,-17,-3,-14,42,-18,26,-19,0,-4,-7,-7,-3,28,9,-15,-19,-14,-6,14,40,32,45,22,38,0,35,4,-15,24,45,-15,36,4,11,48,-18,8,22,39,23,49,48,38,39,41,7,32,39,37,-6,8,-1,42,31,15,19,-7
30,-14,-13,44,24,-3,-18,37,-13,7,-8,-8,27,39,18,33,23,34,-18,36,-9,-8,36,15,-4,8,26,35,34,39,-7,-6,43,30,-19,38,1,-15,36,26,-8,-1,33,8,47,45,-18,10,41,-17,17,-9,42,11,-2,-13,25,31,-18,-3,40,14
32,-8,7,-3,22,31,40,-13,38,3,45,14,-11,44,-16,38,32,48,-12,7,-8,38,35,21,38,9,42,18,34,40,35,-6,22,-11,16,46,-13,12,-15,34,22,42,32,4,-8,-17,-3,-7,-7,16,35,31,-2,14,-8,-3,-12,-4,-1,-7,45,33
-11,-7,8,49,-7,5,17,-1,-10,30,-7,-10,-8,-4,18,32,41,36,10,-6,32,-18,-7,2,-12,5,21,-17,45,8,8,40,9,-3,15,42,38,12,36,4,-1,35,-16,3,0,32,-2,-10,48,-6,34,42,-18,42,27,-15,42,-8,20,-13,44,0
-15,-7,-7,29,-11,40,-6,17,-1,23,24,-10,11,35,-11,22,-8,25,2,-8,34,-8,-1,-10,41,42,36,22,32,-13,46,38,7,33,31,-14,15,35,-19,-10,11,48,9,42,2,38,14,-18,22,-1,8,33,31,1,-15,36,43,30,37,-7,34,-7
-3,11,10,-18,13,38,6,-16,-4,-6,27,-14,11,42,32,11,39,-5,19,-8,9,-4,-10,-19,35,-4,35,11,-6,17,18,-3,-14,-2,49,23,20,47,28,47,-9,48,1,38,-2,-2,2,32,43,35,9,34,19,49,29,37,20,-4,33,27,-6,4
37,48,41,8,-11,35,-2,31,-6,2,-19,-12,-4,46,-2,14,6,-14,32,25,42,-17,41,19,-4,6,29,-1,19,36,17,-18,-11,-5,15,-18,-14,47,37,46,-6,18,-17,8,18,35,-3,-1,-11,31,32,8,-17,38,-13,-18,31,-4,49,47,2,43
40,10,-3,-18,-14,-10,37,21,12,-9,-14,5,-13,-6,16,-14,40,23,29,-4,49,40,-10,-6,-5,46,15,-19,34,-15,48,8,10,-1,2,-14,26,-3,47,41,40,21,-11,16,-19,34,-14,0,-3,21,23,39,31,7,44,26,40,24,48,42,42,-3
8,-14,-11,20,48,30,17,-19,-15,-7,41,16,21,-7,46,39,38,-16,5,38,-1,-8,40,-13,20,38,-12,18,-1,-4,43,14,11,-8,-18,11,48,42,37,25,8,-13,27,35,18,-6,-6,14,49,7,48,32,26,-2,29,42,-5,0,38,-18,24,-14
5,-18,40,44,29,-13,40,-17,-15,16,2,-9,48,20,41,49,37,34,41,15,16,-18,40,-2,-13,-3,44,-8,-18,-2,28,-1,-10,4,-5,-13,-9,-10,46,4,-15,-6,34,-5,33,5,41,-8,9,46,4,-14,16,45,12,41,40,-6,2,41,14,-14
-6,-14,46,-5,-2,5,36,43,32,12,-4,47,39,42,34,21,-5,49,36,9,-14,36,20,36,12,-4,5,-4,2,38,22,-6,23,-3,47,19,0,-16,-19,29,41,-2,1,-15,37,27,33,10,-8,41,2,-2,17,-4,32,44,-5,16,-10,38,23,-7
-16,-11,44,4,31,28,5,-6,39,35,21,-16,40,46,36,42,-3,14,38,39,31,21,-10,43,40,-11,-6,41,-12,12,28,-3,10,-8,33,22,43,-8,48,30,8,33,15,-8,-16,-18,-2,28,38,26,41,31,-13,-6,-11,13,45,9,-18,-8,-19,45
3,-14,34,22,29,42,-4,14,-2,24,0,-16,12,39,-10,-2,26,36,1,-2,38,41,-19,-5,9,32,14,32,20,-13,25,-2,23,40,23,40,-3,36,-8,-18,47,-16,25,-8,-2,6,6,34,-3,41,35,-1,46,26,35,45,-12,37,-11,-14,-17,19
-5,37,-7,20,-11,18,26,41,39,43,-12,3,-13,-9,-5,46,43,-17,21,-4,37,22,36,43,30,49,48,28,18,-11,28,-8,17,46,35,27,-2,-4,17,-6,43,16,22,32,17,-1,41,-2,35,-3,27,32,32,16,9,-14,-7,-12,-14,28,-2,-4
10,-14,13,-6,-8,-14,22,41,-10,18,1,-13,-5,12,38,28,-15,35,28,40,48,21,35,34,0,31,46,-7,19,47,-10,-5,-1,19,48,17,21,46,15,35,-5,-14,41,-3,33,4,46,-12,48,48,-8,-2,-14,21,35,45,49,9,19,37,-3,18
-7,28,46,17,-1,-14,46,-5,43,47,-15,39,23,-16,10,39,34,27,-9,43,-8,10,-5,25,8,-7,31,14,4,34,30,-9,38,-2,19,39,-5,-11,47,29,49,32,41,-17,34,-1,33,48,-10,18,1,44,41,32,-2,46,-8,44,18,41,40,2
36,46,-18,39,46,16,-7,-16,-9,-12,-17,1,-16,7,46,22,-5,-15,-14,47,32,32,34,24,25,-14,33,33,-7,-17,40,34,0,47,4,44,39,14,49,41,-17,39,5,32,-13,40,6,-16,0,48,26,32,31,-1,-16,7,0,-12,38,0,44,21
-11,-12,12,37,33,-7,19,33,31,27,-14,8,35,32,46,18,-18,19,32,2,10,41,30,-1,45,42,8,32,30,-4,45,-7,41,2,18,48,38,32,25,41,31,-11,43,41,12,-8,22,-5,28,-9,-15,31,1,41,-8,4,44,29,-10,-7,38,18
47,17,-12,-14,45,41,31,21,-6,24,-17,-9,36,-11,45,46,29,34,-10,-13,25,46,44,3,35,5,-4,36,-12,35,28,-3,31,-10,5,46,47,36,27,-13,32,32,46,9,37,32,47,-13,-19,38,45,9,41,-12,-14,-2,36,29,-6,-13,32,-5
1,42,-19,-10,33,-5,33,-15,-10,-1,42,-10,-11,-9,32,12,-16,26,47,5,32,24,35,-14,42,46,37,18,14,46,-13,32,45,45,-6,19,-18,16,43,3,41,30,35,22,10,41,46,25,44,-5,1,-13,45,-16,39,41,11,40,34,3,2,34
2,44,-2,5,5,33,-3,47,39,35,24,45,10,44,-17,47,14,42,32,19,-5,33,-19,10,-13,-7,7,-16,31,19,-5,20,23,41,-12,6,28,39,49,37,-11,32,37,21,33,45,-4,-8,29,-11,3,-15,9,-9,31,26,-18,39,-16,-16,-16,3
45,35,14,-10,-18,19,36,-18,0,-13,-18,29,3,-18,36,-19,11,43,45,5,7,40,33,-18,38,-5,46,13,44,9,43,45,-9,6,-5,28,-2,0,21,42,-13,17,2,-2,-17,32,22,36,37,6,38,18,-5,33,38,18,29,-2,9,-18,-16,-16
-14,34,19,-16,-10,-8,-18,-19,-17,-7,25,-9,42,48,14,35,20,-3,35,37,43,42,35,-17,-3,2,-6,35,35,15,-15,19,25,-1,19,-10,-13,-18,44,16,-9,24,29,-13,32,5,-14,10,39,6,27,36,-1,27,35,39,41,6,-16,-17,36,4
44,5,19,45,-5,-6,43,23,-8,39,47,4,45,33,36,-3,41,45,-18,43,33,-5,19,-17,-4,-3,-9,11,2,42,-10,-13,25,45,-19,18,-12,-8,40,23,12,-4,-17,17,-11,26,49,-16,-15,47,36,2,17,-11,23,38,22,-7,-9,-12,-9,-18
-8,16,39,-13,-10,34,35,9,-1,-17,-7,49,20,35,-10,47,29,49,-19,-6,39,-9,10,32,41,8,-2,7,-11,-7,16,38,35,19,42,9,0,-11,43,-14,-5,31,8,33,42,-19,12,47,32,1,-9,-13,40,36,-6,18,40,7,-1,-6,47,36
1,36,-2,-15,45,-5,-2,16,8,-8,40,31,-19,-16,36,46,-9,6,37,-15,24,-16,39,-12,36,28,-1,39,47,15,16,-19,-6,3,49,-16,-2,34,22,47,1,-12,-5,25,28,32,47,8,-3,6,32,17,26,-15,42,21,35,41,-11,-8,46,-14
-3,18,23,-19,45,-14,16,44,40,16,-1,38,-11,35,-4,14,21,37,3,38,-1,10,3,31,43,-8,43,14,-8,39,47,-19,39,15,38,32,-17,-10,8,32,-5,27,40,-12,-12,-4,-11,-17,0,48,-10,8,34,-6,-6,42,4,-8,48,32,1,-8
28,33,2,-17,38,-6,19,-18,-7,28,0,33,43,-11,41,-12,-1,34,-11,-9,-17,2,-13,29,41,25,33,32,-6,-12,-2,-15,39,12,-14,-3,30,38,27,-12,-14,6,-6,33,4,-2,21,44,32,47,48,25,22,-9,42,1,-1,8,20,48,44,12
2,-17,-11,1,11,49,27,-15,6,46,-13,18,32,24,43,36,-10,22,46,45,-2,-12,0,48,-7,29,-4,0,-19,-4,17,35,39,-9,-6,36,-11,44,45,9,4,-13,15,-5,46,34,-18,49,40,44,-13,-12,-1,34,18,39,4,44,1,-12,23,47
40,-18,43,19,17,-18,32,1,-13,47,-12,0,42,-17,0,-14,44,0,18,-19,-7,28,12,31,-14,43,-3,-11,44,-13,32,13,-4,26,13,42,37,4,24,48,-19,8,24,35,0,-5,37,-5,9,40,42,22,41,21,16,-6,39,-17,-12,2,11,38
46,-19,-1,-16,24,-16,28,41,-11,39,44,26,3,-17,43,18,21,-9,49,38,47,47,3,-8,26,-19,-7,19,45,-10,34,34,16,46,40,35,39,28,14,35,39,-19,15,-17,36,-7,3,36,-11,-12,41,11,-17,4,-14,10,13,-18,23,-16,-5,40
35,49,14,-9,-12,9,10,31,44,44,34,49,36,-10,-19,42,14,-5,16,35,36,2,-10,-19,-1,37,39,41,-18,28,-12,41,-18,14,-5,12,44,-4,45,42,39,31,34,32,49,25,48,41,-4,-8,8,-11,44,1,21,-2,-9,30,47,42,0,42
40,34,46,47,15,-11,-5,26,31,12,34,-13,37,20,-6,15,-15,-8,-10,42,36,37,-5,39,-7,46,38,-10,44,-9,32,6,47,-5,-5,-19,26,35,-17,20,25,-18,28,33,48,-6,21,-12,-11,36,48,30,42,-12,38,36,-9,-15,46,30,43,38
-6,-10,38,36,-16,-2,35,6,-17,35,-1,36,-12,19,33,5,48,36,31,15,41,-9,36,-12,7,-19,10,-1,23,-14,44,31,45,-15,-13,-6,-8,1,27,35,-11,-3,30,47,42,-7,21,-7,-15,9,1,-3,-3,11,-18,-7,-17,44,17,-7,10,-1
-1,-3,-1,23,41,-9,10,-7,-18,-10,-9,9,20,-9,-14,0,7,34,38,1,28,31,-16,18,40,18,-16,33,6,-19,-15,42,40,17,22,-11,-7,1,-13,-18,-11,31,-14,42,44,-10,12,42,4,-12,34,-5,-11,18,-1,13,-8,27,5,-5,-4,3
2,45,9,-15,27,-14,-7,-9,45,10,-4,-14,-11,8,0,-7,42,33,42,22,15,46,-18,4,-5,-6,43,-8,9,-9,30,46,13,-1,-1,1,-14,-13,-13,4,35,-11,38,28,49,24,-18,1,-12,28,20,-3,-6,-3,5,-7,21,45,40,26,40,21
-18,-7,9,-9,12,48,-7,17,2,44,8,38,-10,23,-8,30,11,-18,-7,49,-4,33,-5,-2,-6,30,-6,44,49,38,38,29,-19,35,32,-3,40,8,47,35,23,-14,-5,48,19,33,33,-5,-18,-3,44,-9,41,35,35,14,17,-1,-13,21,-8,16
7,43,-19,18,43,33,44,26,0,-5,-15,18,-5,-9,-16,49,35,-17,49,8,19,-14,-7,2,18,38,-19,-5,-7,-13,1,43,-10,-8,11,-13,12,37,-18,34,45,31,-5,33,1,43,33,-7,45,-11,17,-14,43,6,-6,14,-1,-10,-10,-6,48,45
2,44,21,47,-16,-1,26,-12,46,2,42,19,25,44,42,30,-9,36,-17,9,-10,24,49,-4,32,-3,-10,21,-17,23,-13,25,-12,-5,6,-7,-9,-6,25,-13,35,6,6,49,23,-4,26,-13,25,39,13,47,37,23,10,48,-18,48,-8,43,-1,28
-8,-7,26,-3,48,-15,-15,-9,47,19,-18,13,42,22,-17,3,-2,-18,49,45,-1,7,34,41,-10,24,15,40,-9,43,1,34,36,-9,-7,44,4,36,45,-5,-14,2,17,43,-2,38,49,45,45,39,44,41,38,10,-10,24,8,31,36,41,38,20
22,-14,-9,49,46,-16,40,16,47,-8,35,-8,5,-3,31,29,11,33,-17,-17,24,-3,-18,-5,17,34,33,24,39,41,30,-17,-8,-17,-18,19,4,41,-10,24,28,-17,-8,19,31,24,49,43,-5,33,-19,17,37,45,7,49,16,42,-3,5,29,-14
42,35,-17,-13,-18,-15,-15,48,-14,40,1,33,44,23,-12,10,-11,-1,29,36,-15,47,35,-1,-9,42,-18,27,0,47,48,10,-1,23,28,-7,-3,45,-13,-5,47,0,1,-11,32,0,17,-10,31,28,-12,5,43,14,-17,6,1,-11,-13,45,-13,-3
-9,-3,45,-13,49,15,41,13,31,22,-18,47,11,39,-18,29,45,25,40,48,32,-5,-18,13,31,17,-1,15,-11,40,49,-6,-9,15,46,30,0,-4,40,24,-13,6,38,33,-7,19,48,2,41,35,18,-11,8,42,48,46,-5,6,-7,30,33,-5
-4,41,-15,11,35,-4,-19,-4,-18,8,12,32,34,0,39,37,24,40,45,-3,33,38,-2,26,20,-8,0,38,18,38,30,35,43,-5,47,11,49,43,37,-15,37,-18,1,32,-7,-9,12,-15,1,31,-12,-19,-1,45,-7,-15,-17,27,6,-14,45,-5
47,38,12,-18,-6,-18,29,42,-2,-16,48,16,37,10,-7,-3,-14,36,19,-9,30,46,-7,15,-6,2,-15,11,10,33,47,-5,45,27,-12,44,-15,0,14,40,14,46,17,-1,-11,11,-17,-13,-8,16,11,-9,9,-18,-7,9,-3,31,41,19,44,30
-13,-4,10,40,39,37,27,-7,-19,4,39,17,-8,2,11,-13,39,48,-9,0,10,-14,-18,45,30,-9,46,32,-19,-2,34,30,-15,-1,37,-4,35,41,-1,31,-4,39,-9,-13,33,9,-14,25,35,31,45,8,0,-14,8,38,6,-2,46,13,-8,31
48,41,7,40,36,33,-8,2,1,-17,46,44,-15,27,-9,18,5,46,42,-15,-11,37,39,30,21,41,-5,36,7,43,13,-11,49,0,48,-7,39,-8,17,-13,-18,5,41,-13,-14,41,-17,11,30,48,26,-10,46,34,-10,42,10,-19,-11,-15,13,-12
-19,-2,-17,33,14,-9,9,-8,48,29,34,-15,-9,-15,5,38,34,-17,0,43,29,-6,5,-6,-8,11,3,47,-15,-11,48,33,-16,-18,-15,6,45,-14,36,17,-9,-5,5,39,-2,7,40,13,43,33,0,-5,5,-8,-9,39,-1,-14,0,-7,-2,-18
33,32,3,-12,38,12,34,-11,46,-3,-15,-1,49,-8,35,33,-18,11,19,-19,36,22,-15,2,26,40,-14,-19,26,-3,-10,31,38,45,28,38,-1,32,-17,23,26,46,47,39,11,-4,49,-8,-12,29,44,14,28,-13,32,41,34,-13,45,-4,-4,30
45,24,28,47,37,16,-3,-1,37,30,18,46,-2,-5,-10,23,2,37,30,-6,3,-15,-10,11,-4,-5,35,-7,-7,48,46,40,32,-15,31,2,-13,16,-14,45,-16,25,3,35,3,33,20,-5,18,38,33,-10,30,41,2,42,5,47,31,36,38,16
26,43,5,44,30,-4,34,-6,36,46,3,-7,27,46,-4,45,44,39,18,-9,-9,-10,40,-10,-5,35,22,-9,28,-6,10,44,-12,-16,10,-9,6,49,21,42,-11,14,37,26,37,3,-8,6,35,36,42,11,16,-4,42,15,45,20,-5,-6,39,40
-19,11,19,-13,-4,-4,28,45,27,-8,3,-19,-17,10,8,-19,23,-18,30,-15,41,8,-17,31,-9,44,-3,38,40,39,20,-7,0,-18,-8,27,31,26,-18,32,34,42,-16,15,28,44,3,-18,37,33,1,-5,3,-6,25,46,16,-1,-1,14,46,41
43,26,35,20,43,18,-4,47,31,47,37,13,10,-6,-17,-11,-1,36,49,15,-4,-7,2,32,37,25,25,45,48,19,-19,-17,8,42,32,-11,15,49,-12,-18,-15,20,23,-18,-10,-11,35,1,49,0,0,-12,-8,2,46,43,45,-5,29,-3,-3,-3
40,46,-11,24,42,3,38,10,3,40,42,39,19,-15,42,25,-11,27,-10,30,29,-18,41,35,-3,24,39,35,-10,29,-10,47,-4,27,15,-16,-6,-1,-14,32,-18,31,6,-10,-15,2,-3,24,29,-14,42,-6,6,39,36,18,43,18,13,-1,4,-6
11,43,31,26,48,8,30,41,45,5,-13,39,-4,39,-1,20,-9,10,36,6,49,3,49,39,23,36,9,-17,-14,30,33,28,-8,11,-17,36,45,30,34,49,-19,41,42,10,-7,46,-1,11,37,24,6,41,-10,-1,-5,47,22,-6,19,-16,13,46
-13,36,42,25,35,2,-9,17,26,-10,16,41,33,8,49,45,-18,9,28,-5,20,-17,44,35,11,32,-7,45,43,22,46,46,-18,22,4,-7,43,11,19,32,19,34,-12,16,46,20,-8,12,-13,-13,-5,-14,29,41,26,31,35,-16,7,35,-6,2
1,41,9,39,0,38,-15,46,-3,-14,8,-9,6,32,-3,16,-5,24,34,10,38,8,38,35,31,-17,0,-11,1,31,-14,6,-12,-1,33,13,-1,-18,12,36,9,43,47,-7,-8,47,18,-2,37,11,13,-13,-12,-16,27,36,17,-5,32,0,33,39
32,7,-7,37,45,45,8,-2,-4,26,30,44,-14,-3,27,46,31,14,1,-1,35,14,-12,-9,19,-3,0,-5,-15,-2,-18,-19,30,-15,45,0,-3,41,-5,9,-7,38,-15,34,-6,17,25,45,5,42,-11,14,-12,25,10,44,-8,2,-7,42,23,35
36,33,44,23,-14,-14,-19,2,24,43,49,31,5,35,-14,20,44,11,43,-8,12,34,-13,18,49,8,2,46,45,4,8,-16,42,12,-10,31,36,42,12,44,21,34,39,34,40,-10,-8,17,42,17,11,45,37,-3,31,4,-2,18,22,-15,48,10
-6,13,-19,-19,-9,29,-16,-5,13,40,-11,20,-12,-14,22,33,17,37,12,48,9,-1,1,35,18,-13,27,-1,-9,12,-8,41,22,44,-16,-8,19,48,-9,45,-18,-5,23,42,-6,26,7,-19,-13,39,0,-10,33,-15,47,0,-13,12,39,41,48,46
48,29,-17,36,25,47,16,-15,48,-12,-18,8,12,45,33,-19,-18,-16,-5,24,12,-2,-4,-6,-1,28,22,49,-16,0,25,-12,2,-13,-10,31,12,46,2,-15,3,-4,-19,-13,-12,20,33,-3,-3,49,44,5,15,44,21,33,5,45,49,-4,-10,45
28,-16,4,39,-12,1,48,30,-6,27,31,13,-8,1,-7,28,-19,-16,9,48,-7,41,23,47,-16,18,12,42,49,-5,34,-6,-18,21,-1,11,36,38,45,38,48,0,36,4,-7,-1,-3,17,27,-5,38,10,29,46,42,33,36,16,20,-5,36,-16
40,17,-7,-4,21,41,-11,33,23,-6,38,-18,39,17,47,-6,44,19,49,19,34,5,42,16,9,36,-9,38,27,-5,43,7,49,45,46,-3,42,45,45,31,45,35,48,1,-4,22,49,-15,21,42,40,32,7,-13,48,15,-1,26,20,34,29,35
39,25,12,43,33,25,19,36,45,22,-9,14,37,30,33,31,41,1,15,-4,34,-18,40,-12,27,39,33,25,41,14,17,-3,38,23,-3,39,39,-2,-12,45,3,-16,44,4,4,-13,25,-16,28,32,18,41,-1,-12,-17,23,2,-2,14,-12,37,-8
-5,-7,28,-12,-2,13,-15,34,37,37,-4,14,32,24,38,-2,-6,46,-1,-19,-1,-6,-5,40,34,40,-9,29,-17,21,42,-2,-15,3,38,-15,20,-5,-12,13,38,-15,34,22,42,-4,-3,17,-6,31,42,32,37,21,14,45,40,11,-4,47,-8,0
-4,36,44,-14,33,7,-11,-16,-7,22,32,10,-16,-2,-5,24,34,20,5,-18,9,-9,14,-8,7,-9,22,44,47,36,33,-18,-4,-10,48,27,18,34,10,42,40,-13,20,45,4,39,-8,27,34,24,8,46,-9,31,31,-4,44,1,36,-4,35,49
17,-12,3,36,25,-3,-7,27,38,17,-5,6,42,-8,-14,46,32,11,33,24,9,36,-4,26,48,-4,44,46,30,34,47,-14,-1,4,21,44,43,-14,1,31,-12,24,21,38,-11,22,-16,-8,44,28,27,36,49,27,3,39,13,-17,33,26,-5,1
3,43,35,-14,-19,22,4,-7,36,45,24,47,37,-10,32,20,-5,16,33,-9,-9,32,40,30,42,-16,-14,-5,37,37,38,-12,15,-9,1,-19,46,8,-13,16,15,-13,36,39,45,-4,-6,-9,-7,18,33,1,-11,46,-15,-3,-18,-10,20,49,-3,9
40,-7,29,-14,-12,13,19,-5,12,47,-5,-13,25,31,15,31,-13,38,4,45,-16,31,13,43,47,29,-19,13,47,-13,-15,2,31,44,47,-17,-4,-12,29,-13,29,-3,-11,25,-14,24,-6,-16,20,-16,22,45,-8,23,-2,24,15,-12,-17,-2,17,-13
-16,35,4,45,23,44,7,-9,43,5,42,43,15,-4,45,-3,39,-13,30,-2,-12,-4,-18,39,47,15,21,44,8,-19,22,-13,18,48,45,-11,14,-4,7,37,-3,12,-13,47,37,24,32,-7,26,-11,-17,12,-12,-8,27,-12,33,47,46,25,44,-4
46,16,38,44,-14,30,-7,-18,47,-13,-8,12,10,-16,46,49,-10,20,30,42,7,34,6,33,30,34,-18,48,7,40,36,-11,3,42,-18,35,31,-19,28,42,-13,48,-15,15,33,4,-13,-16,32,31,-17,45,32,39,36,7,-14,-5,-16,18,46,-4
-13,37,40,-2,47,7,32,-2,-3,32,15,-1,1,48,2,-9,31,-9,48,21,-11,-5,-9,48,38,-3,45,24,49,18,-10,19,5,-18,15,35,47,36,35,13,46,38,45,-18,47,-10,-14,-11,-8,36,-7,-19,22,-16,38,35,22,32,8,-7,-13,32
40,-15,11,48,39,9,48,12,44,14,1,31,39,5,33,16,-3,45,29,46,37,6,24,43,35,42,-13,33,-19,9,-7,19,32,30,-13,32,-14,-2,-17,37,9,-12,-14,21,-8,49,-7,46,32,40,36,-17,49,42,-5,24,-3,-14,0,36,42,20
31,17,6,-16,6,34,32,-12,0,-8,25,-18,-12,-2,37,9,-6,15,-6,-18,6,43,49,3,19,34,-9,34,15,37,31,-18,30,-19,41,34,30,-9,30,45,-12,49,31,2,-16,20,-2,-17,36,18,33,-7,22,-2,37,12,27,31,-5,7,33,-2
-12,32,-17,-2,42,25,31,-1,34,-9,32,41,24,32,-19,6,14,40,43,22,-7,2,-1,21,24,-1,21,42,-9,7,39,48,28,-5,0,-18,2,33,46,-1,33,16,46,-15,30,36,8,-19,12,32,40,38,40,1,0,34,45,27,41,-10,45,9
24,45,47,-1,-10,-16,-2,37,-8,47,-10,34,39,30,-10,24,-17,27,-12,48,38,-9,-3,20,16,41,48,-11,-6,38,41,-14,47,2,35,39,49,-6,46,13,-2,32,7,33,-13,-16,6,36,-18,23,5,-17,-2,28,42,33,15,47,-7,32,47,-17
47,20,20,34,-10,4,39,9,-13,-8,-4,27,32,17,-19,-9,-12,23,11,39,-3,8,34,41,-5,-14,43,15,29,43,-5,25,-16,-1,33,6,-3,-15,45,-18,-16,36,36,-9,1,-19,-2,19,-17,10,1,41,-17,37,25,-18,7,34,-19,31,20,43
-12,28,32,37,38,-7,-17,-19,47,2,20,-10,47,4,16,33,46,44,-14,48,33,12,-14,18,-10,36,44,42,-10,20,27,35,8,-6,-13,26,36,-17,-10,7,3,-13,20,38,2,-17,17,34,-16,12,16,46,-2,26,24,-14,17,41,44,30,8,43
0,-6,43,22,-4,36,-13,-14,45,44,-17,-14,-11,-10,8,48,49,32,43,-7,46,33,48,22,-3,-11,-7,15,-18,3,-3,43,11,34,44,3,1,-3,-6,33,44,6,39,-3,-10,18,-10,-17,23,-17,-9,0,-9,13,29,-1,15,49,-18,29,3,48
22,-10,20,-9,-18,5,29,40,-9,25,25,-18,45,23,34,-11,11,-4,45,47,30,45,38,-16,8,48,18,-15,40,25,44,2,-3,-11,40,-15,-9,13,-12,-10,-13,14,41,-3,45,40,-13,-4,0,49,47,-10,-6,46,34,28,24,46,12,-15,4,33
